Satellite,Timestamp (UTC),Doppler Shift (Hz)
STARLINK-11445 [DTC],2025-07-13T03:09:37Z,185806.1894
STARLINK-11445 [DTC],2025-07-13T03:09:38Z,183772.9293
STARLINK-11445 [DTC],2025-07-13T03:09:39Z,181679.0833
STARLINK-11445 [DTC],2025-07-13T03:09:40Z,179522.9635
STARLINK-11445 [DTC],2025-07-13T03:09:41Z,177302.8703
STARLINK-11445 [DTC],2025-07-13T03:09:42Z,175017.097
STARLINK-11445 [DTC],2025-07-13T03:09:43Z,172663.9355
STARLINK-11445 [DTC],2025-07-13T03:09:44Z,170241.6811
STARLINK-11445 [DTC],2025-07-13T03:09:45Z,167748.6397
STARLINK-11445 [DTC],2025-07-13T03:09:46Z,165183.134
STARLINK-11445 [DTC],2025-07-13T03:09:47Z,162543.5118
STARLINK-11445 [DTC],2025-07-13T03:09:48Z,159828.1538
STARLINK-11445 [DTC],2025-07-13T03:09:49Z,157035.4831
STARLINK-11445 [DTC],2025-07-13T03:09:50Z,154163.9747
STARLINK-11445 [DTC],2025-07-13T03:09:51Z,151212.1659
STARLINK-11445 [DTC],2025-07-13T03:09:52Z,148178.6681
STARLINK-11445 [DTC],2025-07-13T03:09:53Z,145062.178
STARLINK-11445 [DTC],2025-07-13T03:09:54Z,141861.4909
STARLINK-11445 [DTC],2025-07-13T03:09:55Z,138575.5136
STARLINK-11445 [DTC],2025-07-13T03:09:56Z,135203.2782
STARLINK-11445 [DTC],2025-07-13T03:09:57Z,131743.9571
STARLINK-11445 [DTC],2025-07-13T03:09:58Z,128196.8772
STARLINK-11445 [DTC],2025-07-13T03:09:59Z,124561.5353
STARLINK-33679,2025-07-13T03:09:00Z,-9590.693399
STARLINK-33679,2025-07-13T03:09:01Z,-13325.34658
STARLINK-33679,2025-07-13T03:09:02Z,-17052.00081
STARLINK-33679,2025-07-13T03:09:03Z,-20768.45346
STARLINK-33679,2025-07-13T03:09:04Z,-24472.53218
STARLINK-33679,2025-07-13T03:09:05Z,-28162.10107
STARLINK-33679,2025-07-13T03:09:06Z,-31835.06661
STARLINK-33679,2025-07-13T03:09:07Z,-35489.38334
STARLINK-33679,2025-07-13T03:09:08Z,-39123.0592
STARLINK-33679,2025-07-13T03:09:09Z,-42734.16053
STARLINK-33679,2025-07-13T03:09:10Z,-46320.81666
STARLINK-33679,2025-07-13T03:09:11Z,-49881.22417
STARLINK-33679,2025-07-13T03:09:12Z,-53413.65066
STARLINK-33679,2025-07-13T03:09:13Z,-56916.43816
STARLINK-33679,2025-07-13T03:09:14Z,-60388.00605
STARLINK-33679,2025-07-13T03:09:15Z,-63826.85356
STARLINK-33679,2025-07-13T03:09:16Z,-67231.56185
STARLINK-33679,2025-07-13T03:09:17Z,-70600.79562
STARLINK-33679,2025-07-13T03:09:18Z,-73933.3043
STARLINK-33679,2025-07-13T03:09:19Z,-77227.92283
STARLINK-33679,2025-07-13T03:09:20Z,-80483.57204
STARLINK-33679,2025-07-13T03:09:21Z,-83699.2586
STARLINK-33679,2025-07-13T03:09:22Z,-86874.07467
STARLINK-33679,2025-07-13T03:09:23Z,-90007.19714
STARLINK-33679,2025-07-13T03:09:24Z,-93097.88657
STARLINK-33679,2025-07-13T03:09:25Z,-96145.48584
STARLINK-33679,2025-07-13T03:09:26Z,-99149.41853
STARLINK-33679,2025-07-13T03:09:27Z,-102109.187
STARLINK-33679,2025-07-13T03:09:28Z,-105024.3702
STARLINK-33679,2025-07-13T03:09:29Z,-107894.6217
STARLINK-33679,2025-07-13T03:09:30Z,-110719.6668
STARLINK-33679,2025-07-13T03:09:31Z,-113499.2999
STARLINK-33679,2025-07-13T03:09:32Z,-116233.3824
STARLINK-33679,2025-07-13T03:09:33Z,-118921.8389
STARLINK-33679,2025-07-13T03:09:34Z,-121564.655
STARLINK-33679,2025-07-13T03:09:35Z,-124161.8741
STARLINK-33679,2025-07-13T03:09:36Z,-126713.5943
STARLINK-33679,2025-07-13T03:09:37Z,-129219.9655
STARLINK-33679,2025-07-13T03:09:38Z,-131681.1863
STARLINK-33679,2025-07-13T03:09:39Z,-134097.501
STARLINK-33679,2025-07-13T03:09:40Z,-136469.1966
STARLINK-33679,2025-07-13T03:09:41Z,-138796.6
STARLINK-33679,2025-07-13T03:09:42Z,-141080.075
STARLINK-33679,2025-07-13T03:09:43Z,-143320.0196
STARLINK-33679,2025-07-13T03:09:44Z,-145516.863
STARLINK-33679,2025-07-13T03:09:45Z,-147671.0632
STARLINK-33679,2025-07-13T03:09:46Z,-149783.1045
STARLINK-33679,2025-07-13T03:09:47Z,-151853.4947
STARLINK-33679,2025-07-13T03:09:48Z,-153882.7629
STARLINK-33679,2025-07-13T03:09:49Z,-155871.4574
STARLINK-33679,2025-07-13T03:09:50Z,-157820.1433
STARLINK-33679,2025-07-13T03:09:51Z,-159729.4004
STARLINK-33679,2025-07-13T03:09:52Z,-161599.8212
STARLINK-33679,2025-07-13T03:09:53Z,-163432.0095
STARLINK-33679,2025-07-13T03:09:54Z,-165226.5779
STARLINK-33679,2025-07-13T03:09:55Z,-166984.1467
STARLINK-33679,2025-07-13T03:09:56Z,-168705.3421
STARLINK-33679,2025-07-13T03:09:57Z,-170390.7949
STARLINK-33679,2025-07-13T03:09:58Z,-172041.1388
STARLINK-33679,2025-07-13T03:09:59Z,-173657.0095
STARLINK-33679,2025-07-13T03:10:00Z,-175239.0434
STARLINK-11606 [DTC],2025-07-13T03:09:00Z,-134216.6302
STARLINK-11606 [DTC],2025-07-13T03:09:01Z,-137648.5903
STARLINK-11606 [DTC],2025-07-13T03:09:02Z,-140992.0861
STARLINK-11606 [DTC],2025-07-13T03:09:03Z,-144248.0853
STARLINK-11606 [DTC],2025-07-13T03:09:04Z,-147417.6908
STARLINK-11606 [DTC],2025-07-13T03:09:05Z,-150502.1254
STARLINK-11606 [DTC],2025-07-13T03:09:06Z,-153502.7179
STARLINK-11606 [DTC],2025-07-13T03:09:07Z,-156420.8894
STARLINK-11606 [DTC],2025-07-13T03:09:08Z,-159258.1404
STARLINK-11606 [DTC],2025-07-13T03:09:09Z,-162016.0392
STARLINK-11606 [DTC],2025-07-13T03:09:10Z,-164696.2099
STARLINK-11606 [DTC],2025-07-13T03:09:11Z,-167300.3227
STARLINK-11606 [DTC],2025-07-13T03:09:12Z,-169830.0835
STARLINK-11606 [DTC],2025-07-13T03:09:13Z,-172287.2254
STARLINK-11606 [DTC],2025-07-13T03:09:14Z,-174673.5006
STARLINK-11606 [DTC],2025-07-13T03:09:15Z,-176990.6723
STARLINK-11606 [DTC],2025-07-13T03:09:16Z,-179240.5087
STARLINK-11606 [DTC],2025-07-13T03:09:17Z,-181424.7764
STARLINK-11606 [DTC],2025-07-13T03:09:18Z,-183545.2353
STARLINK-11606 [DTC],2025-07-13T03:09:19Z,-185603.6331
STARLINK-11606 [DTC],2025-07-13T03:09:20Z,-187601.7018
STARLINK-11606 [DTC],2025-07-13T03:09:21Z,-189541.1534
STARLINK-11606 [DTC],2025-07-13T03:09:22Z,-191423.6765
STARLINK-11606 [DTC],2025-07-13T03:09:23Z,-193250.9339
STARLINK-11606 [DTC],2025-07-13T03:09:24Z,-195024.5596
STARLINK-11606 [DTC],2025-07-13T03:09:25Z,-196746.1572
STARLINK-11606 [DTC],2025-07-13T03:09:26Z,-198417.2979
STARLINK-11606 [DTC],2025-07-13T03:09:27Z,-200039.5191
STARLINK-34362,2025-07-13T03:09:00Z,185806.1448
STARLINK-34362,2025-07-13T03:09:01Z,184192.4898
STARLINK-34362,2025-07-13T03:09:02Z,182542.0255
STARLINK-34362,2025-07-13T03:09:03Z,180853.9779
STARLINK-34362,2025-07-13T03:09:04Z,179127.5702
STARLINK-34362,2025-07-13T03:09:05Z,177362.0232
STARLINK-34362,2025-07-13T03:09:06Z,175556.5572
STARLINK-34362,2025-07-13T03:09:07Z,173710.3936
STARLINK-34362,2025-07-13T03:09:08Z,171822.7562
STARLINK-34362,2025-07-13T03:09:09Z,169892.873
STARLINK-34362,2025-07-13T03:09:10Z,167919.9785
STARLINK-34362,2025-07-13T03:09:11Z,165903.3154
STARLINK-34362,2025-07-13T03:09:12Z,163842.1366
STARLINK-34362,2025-07-13T03:09:13Z,161735.7083
STARLINK-34362,2025-07-13T03:09:14Z,159583.3115
STARLINK-34362,2025-07-13T03:09:15Z,157384.2455
STARLINK-34362,2025-07-13T03:09:16Z,155137.8301
STARLINK-34362,2025-07-13T03:09:17Z,152843.4088
STARLINK-34362,2025-07-13T03:09:18Z,150500.3518
STARLINK-34362,2025-07-13T03:09:19Z,148108.0593
STARLINK-34362,2025-07-13T03:09:20Z,145665.9649
STARLINK-34362,2025-07-13T03:09:21Z,143173.5387
STARLINK-34362,2025-07-13T03:09:22Z,140630.2918
STARLINK-34362,2025-07-13T03:09:23Z,138035.779
STARLINK-34362,2025-07-13T03:09:24Z,135389.6037
STARLINK-34362,2025-07-13T03:09:25Z,132691.4208
STARLINK-34362,2025-07-13T03:09:26Z,129940.9419
STARLINK-34362,2025-07-13T03:09:27Z,127137.9382
STARLINK-34362,2025-07-13T03:09:28Z,124282.2456
STARLINK-34362,2025-07-13T03:09:29Z,121373.7684
STARLINK-34362,2025-07-13T03:09:30Z,118412.4835
STARLINK-34362,2025-07-13T03:09:31Z,115398.4446
STARLINK-34362,2025-07-13T03:09:32Z,112331.7861
STARLINK-34362,2025-07-13T03:09:33Z,109212.7272
STARLINK-34362,2025-07-13T03:09:34Z,106041.5759
STARLINK-34362,2025-07-13T03:09:35Z,102818.7321
STARLINK-34362,2025-07-13T03:09:36Z,99544.69164
STARLINK-34362,2025-07-13T03:09:37Z,96220.04936
STARLINK-34362,2025-07-13T03:09:38Z,92845.50185
STARLINK-34362,2025-07-13T03:09:39Z,89421.85023
STARLINK-34362,2025-07-13T03:09:40Z,85950.00241
STARLINK-34362,2025-07-13T03:09:41Z,82430.97492
STARLINK-34362,2025-07-13T03:09:42Z,78865.89433
STARLINK-34362,2025-07-13T03:09:43Z,75255.99819
STARLINK-34362,2025-07-13T03:09:44Z,71602.63548
STARLINK-34362,2025-07-13T03:09:45Z,67907.26649
STARLINK-34362,2025-07-13T03:09:46Z,64171.46216
STARLINK-34362,2025-07-13T03:09:47Z,60396.90275
STARLINK-34362,2025-07-13T03:09:48Z,56585.37599
STARLINK-34362,2025-07-13T03:09:49Z,52738.77455
STARLINK-34362,2025-07-13T03:09:50Z,48859.09286
STARLINK-34362,2025-07-13T03:09:51Z,44948.42332
STARLINK-34362,2025-07-13T03:09:52Z,41008.95183
STARLINK-34362,2025-07-13T03:09:53Z,37042.95276
STARLINK-34362,2025-07-13T03:09:54Z,33052.78323
STARLINK-34362,2025-07-13T03:09:55Z,29040.87687
STARLINK-34362,2025-07-13T03:09:56Z,25009.73701
STARLINK-34362,2025-07-13T03:09:57Z,20961.92936
STARLINK-34362,2025-07-13T03:09:58Z,16900.07422
STARLINK-34362,2025-07-13T03:09:59Z,12826.83825
STARLINK-34362,2025-07-13T03:10:00Z,8744.925996
